i,y
511,2.4121596081105157
512,3.2859542927565486
513,3.2570797059161634
514,2.55253530790205
515,2.0179365238215436
516,3.4596954838880314
517,2.2104501840784696
518,2.5461676677941365
519,2.5144058705592687
520,2.3087297492312575
521,2.8635128608193092
522,1.8899724438028123
524,2.6954413932122243
525,2.8553014742262293
526,2.875703623113416
527,3.1191720664235696
528,3.453380308805294
529,2.4954702398064166
531,3.160274506059622
532,2.157245700966021
533,2.732493374967264
534,2.796434735827629
535,1.857132302753924
536,3.335886646329671
537,2.1055786831626198
538,2.925848529938559
540,3.5654472129513946
542,1.7941219008262077
544,3.198012506534582
545,1.34460018567105
546,2.8952422878643116
547,2.129550715443458
548,3.632183490257093
549,3.061372474812357
550,2.933941992885847
552,2.115562913121711
554,2.768784549811422
555,2.0093195406719535
556,3.273121153734838
557,3.077119257154454
558,1.872595875742937
559,2.465175145748208
560,2.4665471724447534
561,3.0615723337432397
562,2.3427536235498923
563,1.5439713486110636
564,2.964857569694986
565,3.4145513519542248
566,2.7415724212912687
567,1.24824240514909
568,2.1082256553694223
569,3.034563219973857
570,2.590652227630868
571,2.025398726986335
572,3.077399737010339
573,2.118841427630468
574,2.160486569741216
575,0.9389274625442899
576,2.9999710407335525
577,2.5338045397341666
578,2.0219541745121705
579,2.9997260874668457
580,3.8139877575810615
581,1.577852090188096
582,2.74719062969904
583,3.0456519115836613
584,2.3007863276388574
585,2.1046462837836795
586,2.164725612896611
587,3.30545045996753
588,3.8077082639479762
589,1.3103294903905214
590,2.0792992776899157
591,3.7040573709177997
592,2.580678284578553
593,1.9017015083029978
594,2.8388645780811452
595,2.5609815595431966
596,2.350136160210147
597,2.5751726492319804
598,1.763815555368278
599,2.370635717600402
600,3.2208640462362674
601,2.966662667822037
602,1.4085458930855925
604,1.710977431100746
605,3.1395613011961676
606,2.8912934323806048
607,1.5315668949357575
608,2.9299653473459486
609,2.8215093515747327
610,2.889855958571243
611,1.4124688646587942
612,3.468812337520258
613,2.139240119610754
615,3.0861220733693364
616,2.86517122602587
617,3.583734438668255
618,1.7671903684154324
620,1.8663571661285818
621,2.802606300782275
622,3.911324767219194
623,1.8826027398079086
624,2.832737548426843
625,1.9644006030034522
626,2.445171586806525
627,1.8839421635333424
628,2.294223753384614
629,3.271995827033168
630,2.534917040147512
632,3.3543254675931773
633,2.236404082942327
634,3.159762619849323
635,2.8390449034000587
636,3.1601564028889313
637,2.2743208014875784
638,2.076704704559443
639,2.19244668050352
640,3.005625691119366
641,2.741390804611767
642,1.9738246634123138
643,2.9493035210471326
644,3.233768587513417
645,2.389448073844241
646,2.154045349365676
647,2.6929019177395124
648,3.327586716012425
649,3.2393634821712296
650,2.3023793214816872
651,2.0458052463512897
652,3.1707105047964066
653,2.1610671882661605
654,3.0001926988088763
655,1.9672702037853451
656,1.8985169337058514
658,2.257530006652815
659,1.732992202873249
661,3.518108750921305
662,3.6159566016839766
664,2.635503875600883
666,1.1582207530524666
667,3.004895252662937
668,2.5440138756604926
669,2.790439401359374
670,1.7979417885388482
671,2.0543068299891707
672,2.2311131803309006
673,3.136811009342054
674,2.8916750875256088
675,3.9612081040437253
676,2.4642788529065096
677,1.2435549270275685
678,2.1354815818971127
679,2.2783511189639856
681,2.1903710305740813
683,3.1591921057625627
684,2.6864829021367242
686,2.357251522948118
688,2.4739711490558336
689,1.4242619447853277
690,1.7544080688257193
691,3.3991095475088553
692,1.9565697357460827
693,1.9773983535810256
694,2.2999210271391797
695,3.17284172380363
696,2.4834333612373083
697,3.322348715117983
698,1.8711100975093802
699,2.8221096324743065
700,2.212155801090633
701,2.4364927574125503
703,1.9226659464090814
704,3.5592870781328405
705,3.279052698672109
706,3.1095738847307515
707,2.6159668354042647
708,2.7836473601209555
709,2.0247364153396097
710,3.1054914619673384
711,2.375911661341221
712,3.466102194809118
713,1.9974533934401855
714,1.6360853866678884
716,2.4275319335862
717,2.375679827196619
718,3.2206729545655346
719,2.475522157601711
720,3.0976343449182875
721,3.3482721635059396
723,2.227853167490038
725,1.6754225494622135
726,2.572488207574543
727,2.6681963330310956
728,1.1730080683433644
730,1.9173093785976458
733,3.369826418330802
734,1.7797956321277546
736,2.9281133412693947
737,3.6905388468390776
738,1.4593457154495073
739,3.715232303991582
740,1.635179873382364
741,1.9722107077929618
742,2.4490479966378214
743,3.3756087512377184
744,2.090544146386869
745,2.063292187846794
746,3.754598020490395
747,2.0389183119404666
748,2.6250703078285693
749,2.9966899655879193
750,2.9258414349456854
751,2.9193385961513116
752,2.770974187127577
753,2.669248129941703
754,2.9502710001751926
755,2.3853737173890903
756,3.405653570577487
757,2.95982730263628
758,3.2153105282005368
759,2.989741883005502
760,2.6895634063796963
761,1.8832965068949992
762,3.2676721850292565
763,3.175904010679195
764,3.2860416211113908
765,3.20898735747315
766,2.374889188331466
768,3.2417546890295994
769,2.8002288472840355
770,3.5374730001888555
771,3.3865563317758176
773,3.703357751412525
774,2.6171829581815
775,2.500773304039059
776,1.4434194522162311
777,2.0936305955354153
778,3.0467986906462134
779,3.2434543971090153
781,2.0066677900263614
782,2.636857945788154
783,1.604688327187817
784,3.407269972148269
785,3.3698500296317655
786,2.865744084844872
787,2.7301014517945124
788,2.2232221399892222
789,2.5809004780992404
790,3.1381906504222727
791,1.9630734915865744
792,3.2620851015245407
793,2.8469414023238193
794,2.8896372737932214
795,2.5233823249117626
796,2.589065072818007
797,2.646896060462832
798,3.4677642163223332
799,1.8387323169034524
800,1.8398156285907312
801,2.43813753251538
802,1.5766164589507055
803,2.484769894538497
804,2.3944888971584484
805,1.9632406729790401
806,2.7765117995720936
807,1.4833590698576709
808,3.629505145188244
809,2.8938109080795478
810,3.549771244863131
812,2.806252555417757
813,2.1689365108126184
814,1.8231188346388274
815,2.680975290155349
816,2.82811047609056
817,2.914313596491702
818,2.0023627622970466
819,2.1972976668284283
820,2.3302946340709383
821,3.1120151480490783
823,2.451804808409753
824,1.7746999184522696
825,2.1516703585088712
826,2.890366244592009
827,1.8515216984536653
828,2.35634512494933
829,2.4538078826312346
830,2.50872021605601
831,3.049373622191721
832,2.7686134851121458
833,3.903639334312262
834,1.8364168702661174
835,3.218060627333711
836,1.8114144859067907
837,3.3787042724050607
838,3.161094790275278
839,2.146700817781833
840,3.4274691413162466
841,2.9533794559784625
842,3.066308533341958
843,2.319137167275119
844,2.6280377977268965
845,2.5838984766268513
846,3.5663993631870365
847,1.1054242931040381
848,3.2131469738910687
849,2.794585978981663
850,3.176346306261406
852,2.3659632429973083
853,2.4617647397531646
855,2.9358848014828935
856,2.9972683391881745
857,3.2517220845274406
858,2.6784814328835473
859,1.302882994227999
860,2.416457421222716
861,2.439595082896768
862,1.926208049982842
863,2.558253377458163
864,2.805293730944129
865,1.3241800573915044
866,2.3314218338043435
867,2.602006942991117
868,3.445750871781289
869,2.306384097204903
870,2.1682775658587192
872,3.654422498591643
873,2.381952001368589
874,3.3183674831874135
875,2.791235866309608
876,3.834690455869284
877,2.745091431429389
878,2.467866426935931
879,1.7823163164753222
881,3.2580847030062494
882,1.299250988868663
883,3.740198994075177
884,2.6906249847076733
885,1.7225291189245109
886,2.181335057896883
887,3.1431909639839675
888,2.518300415713707
889,3.239328847397742
890,3.371346296104001
891,2.1993045460922955
892,2.96432636151413
893,2.210314380530043
894,2.631587203772123
895,1.7254521501650462
896,2.9858619050790245
897,2.4990423710506278
898,3.024253384291074
899,3.019156873125809
900,2.1645944604814096
901,2.1300266070054987
902,3.0561706787279053
905,3.471677535313816
906,2.3993871961434974
908,2.585187668592057
909,1.6186327201624007
910,3.518989576518321
911,2.810715291918146
912,2.042804453439767
913,3.9031890780900986
915,2.96220746958022
916,3.032910084854341
917,2.533708193291019
918,2.3465882995898597
919,2.6168622841503764
920,3.4124334842316046
921,3.4190469140387614
922,2.7168883369649173
926,3.45590085658688
927,2.169753648987502
928,2.511825100979612
929,3.6592465812167076
930,3.5785527830475403
931,3.09893679959724
932,2.5150284199353687
933,1.8013322600321076
934,2.1922099922615836
935,2.3706575156874927
936,2.137985832599536
937,1.800745524275728
938,2.717014816666159
939,2.331290610725635
940,2.181937624298243
941,1.7049530018432886
942,3.1983396224470724
943,2.6372371390537155
944,2.790542182640543
945,1.7962099722932336
946,3.396942601808609
947,3.279329318537942
948,2.7332664400151025
951,2.9537314027825907
952,2.339959230962496
953,3.4221288014778573
954,2.0411723369603365
955,3.4287532067168844
956,3.0795298473683324
957,2.1219463863139327
959,2.9134489504458756
960,1.7364547144264917
961,2.222266380946825
962,3.0208046627760115
963,2.362309975810215
964,3.1831886359117783
965,2.2631684010420816
966,2.5355922920514966
967,2.924021215757989
968,3.208463890238703
970,3.0573208962616896
971,3.150312654994528
972,1.4528431406046636
975,0.9656137487040946
976,1.5078089787085294
977,2.868655083726336
978,2.5051706422026947
979,3.131274234172261
980,3.215761380124038
981,2.0744826157758802
982,2.124511628705219
983,3.017270363424822
984,2.5790967864907457
985,2.550638908737572
986,2.979525104505885
987,3.375883712154934
988,2.5827505457328948
989,1.8842955764624216
990,2.9855437944673913
991,2.056052617457876
992,2.4582831940346916
994,2.5051438931571415
996,1.6871134118460496
997,3.1553872934252354
998,2.732479145679484
999,3.51281147838619
1000,2.792896372248918
1001,2.998861060268938
1003,4.021161834044996
1004,2.1485918245790923
1005,3.355594599949486
1007,3.092056194869239
1008,2.644040233705942
1009,2.400386035425353
1010,3.0237972971896947
1011,2.7927164044015083
1012,1.1049117487326963
1013,3.4937524394623023
1015,2.8697862371151466
1016,2.8386149607690965
1017,3.178632673678459
1020,2.025535557568825
1021,2.6231273595894202
1022,1.2937844406369543
1023,2.698289083845378
1024,1.8884502912040835
1025,3.6673864884649117
1026,2.688977471524414
1027,3.240338946986389
1028,2.424092750895104
1029,2.549749556287818
1030,1.8837030844928728
1031,2.789514772952519
1032,3.3947719404956445
1033,2.06572677181037
1034,3.4886257642422738
1035,2.5609105343087264
1036,2.344843646710275
1037,2.7606018367978202
1038,1.69689608566197
1039,2.112493953989493
1040,2.6324313010379714
1041,3.273315426283746
1043,2.1956959305265618
1044,3.5594895503201904
1045,2.407811894892422
1046,2.6238046006457
1047,3.5534874199090445
1048,2.3039885434181064
1049,3.642194076523315
1050,1.7887171477458361
1051,2.803789900718465
1052,2.918034888500675
1053,3.346999532076394
1054,1.6531749703794365
1055,2.5330331339947745
1056,2.090442786867341
1057,2.0359359415997598
1058,2.935237226052786
1061,3.3064418298729605
1062,3.0792456565917505
1063,2.9959254355165847
1064,2.3972053255169476
1065,3.5477781910287405
1066,2.007844750609768
1067,3.254086018127373
1069,1.1091329033722033
1070,2.550872204775702
1071,3.060249576352412
1074,3.350029902788041
1075,3.568572415773317
1076,3.2662949321319092
1077,3.701534116932138
1078,2.833665305051744
1079,2.1050889031954334
1080,2.2799527089763774
1081,1.5001680187122683
1082,2.5664550512165616
1083,3.2977270139730717
1085,2.6719033744586356
1086,2.647330373780766
1087,1.4397597819847172
1089,2.99589918500792
1090,2.214055677414144
1091,1.906850119402237
1092,3.178100372380858
1093,2.2792886869523232
1094,1.6590471533318312
1095,1.8165498717704995
1096,2.523763542353031
1097,3.1331473083466608
1098,1.7863206080683154
1099,3.256574915162885
1100,3.175663616698332
1102,2.8033642115614654
1103,3.67752507100255
1104,1.8458255606737959
1105,3.2771749943272384
1106,2.821890860374945
1108,2.0847362439694397
1109,1.1814460344883884
1110,2.944437596108162
1111,2.8330992304999185
1112,2.3171105029168064
1113,2.9285205869388773
1116,2.258938973213842
1117,2.439091635792295
1118,3.2772826565320727
1119,2.2281111812772867
1120,2.900242795625046
1121,2.751112214313363
1122,2.095385601982547
1123,2.521222078041117
1124,2.4643855335264493
1125,2.0561477876589365
1126,2.134926090174893
1127,2.282975257909332
1128,2.268800782969587
1130,3.533817898646847
1132,2.6360615831476113
1133,2.5794250462948125
1134,2.395696326054793
1135,3.178584837938177
1136,2.338240268622641
1137,2.918310496293954
1138,1.9863237199352541
1139,2.860352646703395
1140,2.7847840345192023
1141,3.043490413142256
1142,3.162328024088703
1143,2.370863569650671
1144,2.8653494404873467
1145,3.3326545029320003
1146,2.671377577370862
1147,3.0351451835621677
1148,2.719323890044347
1149,2.85278486887597
1150,1.8291791518643243
1151,2.345354882652893
1152,1.6190151444127563
1153,2.277614203422106
1154,3.0656882361252467
1155,2.655955065650479
1156,3.2421969101841412
1157,1.9942852585804047
1158,2.8673626224230255
1159,3.4157548847193
1160,2.1810570963396185
1161,3.578157793991062
1162,2.7084042731247564
1163,2.2220485442275253
1164,1.9325769081973807
1166,2.5850658821071506
1167,2.816818896196052
1169,1.6046592995565323
1170,3.424887587037103
1171,3.1234373920738268
1173,3.065404061881987
1174,2.0561608014991326
1176,3.205503454692385
1177,2.0765310322060118
1179,3.3456091521941005
1180,2.4187965567624414
1181,2.803423154650362
1182,3.0184703891359894
1183,3.2335749810189482
1184,2.9977197858287448
1186,3.3616220392817766
1187,1.0945601059690795
1188,2.6374717434811017
1189,2.9328527064086707
1190,3.299489882164444
1191,3.089079773282652
1192,3.327376055210537
1193,3.2957497832023077
1194,2.7353924873475983
1195,2.472459263725956
1196,3.0808901789683376
1197,2.8084439715946403
1198,3.409445724016992
1200,3.0742374016963105
1201,3.0669217709217875
1202,3.082795411000751
1204,2.2144569563761913
1205,2.3539580610303292
1206,3.2331449362131206
1207,2.2092155297490046
1208,3.0693557051846034
1210,1.9871673413669582
1211,2.8852065918353405
1213,3.0865563335477013
1214,1.636123472523512
1215,2.1636763977534383
1216,2.62538590923985
1217,2.392208090607466
1218,2.612986939556098
1219,2.617338812065
1221,3.364143966353991
1222,3.5430298101223667
1223,1.9806785552788677
1224,2.958953516237552
1225,3.7329580545814576
1226,2.8717808333613264
1227,2.6169071000460757
1228,3.644315369868382
1229,3.3122006436998244
1230,1.3679920489587512
1231,2.5304117524957754
1233,2.8125849498762885
1234,2.7158276032600206
1235,2.1618648055232335
1236,2.2641852446881496
1237,3.261229155345195
1238,2.205737875961035
1240,1.2516291028883482
1241,1.2440545350800245
1242,3.137572068070908
1243,2.616822058334842
1244,3.202570564220147
1245,2.3904525036104007
1246,1.7336853801695342
1247,3.541834958121992
1248,3.481321064721538
1249,2.480470821716341
1250,2.9690525140174047
1251,2.2218347751545386
1252,3.09407214639826
1253,1.9347189388829422
1255,2.660606215786347
1256,3.3389888622495314
1257,2.7756467774647526
1258,1.7554437147365283
1260,2.85320278794118
1261,2.783809329255986
1262,3.8569093471553653
1263,2.1865218898374565
1264,2.011801501864211
1265,2.391597364930876
1266,3.554917934335725
1267,2.2411192618852045
1269,3.392639809505257
1271,2.931103023107416
1272,2.9984860475477646
1273,2.9120412452741107
1274,2.304687821282465
1275,3.026379497140985
1276,1.9820666117679115
1277,3.0579326505829485
1278,2.7379486003069484
1279,2.7118977199946426
1280,3.1734143487794246
1281,2.9090540564843725
1282,3.507715410225435
1283,2.4489059569827747
1284,1.7456893927513224
1285,2.380693544642192
1286,2.70214987506224
1287,1.744273750686476
1288,3.2450436793165487
1290,2.4817568745791916
1292,2.1365262614399714
1293,2.868064519771861
1295,2.0962310020603607
1297,2.694227859253695
1298,3.1785870485919414
1299,2.244478705040899
1300,3.324667774768882
1301,2.927570269338924
1302,2.5409800375068645
1303,3.160384842243092
1304,3.356871595861474
1305,1.6213472391478987
1306,2.1497977368557684
1307,3.1244953488341545
1308,2.618375584094276
1309,2.3909359999139
1310,2.764334990637291
1311,3.172110319978978
1312,1.7823866153690187
1313,2.4662029327839865
1314,2.453581681680342
1315,3.768437732372105
1316,3.0170616156075027
1317,2.476038309195674
1318,3.4050585050929976
1319,1.8583281769344335
1320,3.57403914032686
1321,1.9264049131010845
1323,3.4003844129901886
1324,2.687386545186612
1326,3.0437066349811457
1327,2.6179918083406455
1328,1.7998974762707807
1329,3.239268571813534
1330,2.7729929812219
1331,3.865200908272912
1332,3.171461710891542
1333,2.127419667838191
1334,3.3614724899121593
1336,2.2787517462504905
1337,3.686262806599005
1338,1.0770777023910194
1339,1.6117045016229372
1340,3.313115762123092
1342,2.813202768488516
1343,3.096579990618283
1344,1.8496488280515344
1345,3.391664542223607
1346,3.466402840968661
1347,2.7230890320275
1348,3.1469438119837125
1350,2.6203143320399946
1351,3.4860688773027366
1352,2.2751343829866326
1353,2.8711670625552927
1354,3.375994766876055
1355,2.4291534990794243
1356,2.0362688607724704
1357,3.580487519631859
1358,2.6643240128193555
1359,3.0060957637590904
1360,3.0406927656569613
1361,2.436385480268058
1362,2.9998080397449427
1363,3.4004811954813605
1364,2.5521567202978734
1365,3.2098506563601195
1366,3.2975441195942357
1367,2.229023294848585
1368,2.311288274617157
1369,3.6170179951304107
1370,2.616651896747566
1371,2.460065356773179
1372,3.4033016308687567
1373,3.077236679188584
1374,2.9152432802206216
1375,2.773324178900572
1376,2.733133475094697
1377,3.9589675099837547
1378,3.356743412390493
1379,2.7431418123463467
1380,3.4069087281599644
1381,1.68023406072927
1383,3.623904797636776
1384,3.054406716777681
1385,2.361562956737601
1386,3.5414156914027273
1387,2.636751104096374
1388,2.6978430798183606
1389,1.835568390306392
1390,2.9247872957501335
1391,3.0316035034473017
1392,2.5793210523913253
1393,2.7778724856939814
1394,0.9697436261017227
1395,2.3773158157927914
1396,2.267697202321306
1397,2.7365018112088593
1398,3.843387368085987
1399,2.7963600063782805
1400,2.099671169259087
1401,2.583402940567032
1402,2.8178552102126027
1403,1.5344083437347775
1404,2.447809568014998
1405,2.2693758384058316
1407,3.1316242018188074
1408,3.3656545484357356
1409,3.158047070712024
1410,2.998956930926869
1411,2.5850693716098756
1412,1.7734751324053164
1414,2.9565541247564977
1415,2.060095062597918
1416,3.4960734951461276
1417,2.264267890831315
1418,3.15718311928921
1419,3.701702942354546
1420,2.509492992181761
1421,2.0007546451331533
1422,3.3029645290913527
1423,2.1922452842599154
1424,2.9448582557277496
1425,1.3234712551771055
1426,1.845402513350195
1427,2.527490249595252
1428,3.4673402058399
1429,2.4091585438942142
1430,2.6437859202034275
1431,2.905225597447101
1432,1.4500741195522782
1433,2.7319281790969803
1434,3.8624959350403274
1435,3.20516557045782
1436,3.172119245308398
1437,2.8631090640194023
